Order_ID,Order_Date,Sales_Channel,Region,Gender_Category,Product_Line,Product_Name,Product_Type,Size_Type,Clean_Size,Clean_units,Clean_MRP,Clean_Discount,New_Revenue ,Profit,Profit_category,Row_Check
2661,3/16/2025,Online,Kolkata,Women,Basketball,Zoom Freak,Shoe,Numeric,0,Missing,"$6,389.62",62.60%,$0.00,2848.46,High_Profit,Needs_Review
2662,3/10/2024,Online,Pune,Men,Running,Pegasus Turbo,Shoe,Numeric,10,Return,"$7,504.20",99.00%,-$75.04,2413.42,Return_Transaction,Needs_Review
2663,6/13/2025,Online,Bangalore,Kids,Basketball,Air Jordan,Shoe,Numeric,10,0.00,"$6,123.52",71.00%,$0.00,3634.35,High_Profit,Clean
2664,8/22/2024,Retail,Bangalore,Men,Lifestyle,Waffle One,Clothing,Text,M,Missing,"$5,815.75",65.40%,$0.00,3190.46,High_Profit,Needs_Review
2665,2/28/2024,Online,Kolkata,Women,Running,React Infinity,Shoe,Numeric,10,Missing,"$3,934.22",63.91%,$0.00,430.63,Low_Profit,Needs_Review
2666,2/28/2024,Online,Bangalore,Men,Basketball,LeBron 20,Shoe,Numeric,11,Missing,"$6,129.75",62.60%,$0.00,3269.14,High_Profit,Needs_Review
2667,4/20/2025,Retail,Hyderabad,Kids,Training,SuperRep Go,Clothing,Text,L,Missing,"$5,642.50",60.19%,$0.00,3847.48,High_Profit,Needs_Review
2668,1/22/2024,Online,Pune,Men,Soccer,Premier III,Shoe,Numeric,8,1.00,"$5,028.99",64.03%,"$5,028.99",654.11,High_Profit,Clean
2669,6/25/2025,Retail,Pune,Men,Lifestyle,Blazer Mid,Clothing,Text,XL,Missing,"$2,597.93",65.40%,$0.00,374.95,Low_Profit,Needs_Review
2671,2/8/2024,Online,Bangalore,Kids,Training,ZoomX Invincible,Clothing,Text,M,2.00,"$7,900.02",60.19%,"$15,800.04",861.92,High_Profit,Clean
2672,11/27/2024,Online,Bangalore,Men,Running,React Infinity,Shoe,Numeric,0,Missing,"$2,890.77",63.91%,$0.00,1709.06,High_Profit,Needs_Review
2673,5/17/2025,Retail,Pune,Women,Lifestyle,Air Force 1,Clothing,Text,XL,Missing,"$6,264.64",65.40%,$0.00,-785.16,Loss,Needs_Review
2674,4/17/2025,Retail,Mumbai,Men,Soccer,Mercurial Superfly,Shoe,Numeric,0,Missing,"$6,211.46",64.03%,$0.00,2715.31,High_Profit,Needs_Review
2675,4/17/2025,Retail,Bangalore,Men,Training,SuperRep Go,Clothing,Text,M,1.00,"$2,640.04",60.19%,"$2,640.04",1466.96,High_Profit,Clean
2676,11/27/2024,Retail,Mumbai,Kids,Training,ZoomX Invincible,Clothing,Text,L,3.00,"$6,630.32",60.19%,$0.00,689.62,High_Profit,Clean
2677,10/20/2024,Retail,Kolkata,Men,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",89.00%,$0.00,2676.52,High_Profit,Clean
2678,10/20/2024,Online,Mumbai,Women,Basketball,Zoom Freak,Shoe,Numeric,0,4.00,"$6,389.62",62.60%,$0.00,747.29,High_Profit,Clean
2679,3/6/2025,Retail,Delhi,Men,Running,React Infinity,Shoe,Numeric,10,Missing,"$3,477.49",54.00%,$0.00,3487.39,High_Profit,Needs_Review
2680,1/2/2025,Retail,Mumbai,Women,Basketball,Kyrie Flytrap,Shoe,Numeric,10,Missing,"$6,798.48",Invalid_Check,$0.00,2297.4,High_Profit,Needs_Review
2681,8/14/2023,Retail,Bangalore,Men,Lifestyle,Blazer Mid,Clothing,Text,M,Missing,"$6,107.63",65.40%,$0.00,3703.68,High_Profit,Needs_Review
2682,10/27/2024,Online,Kolkata,Kids,Basketball,Air Jordan,Shoe,Numeric,10,1.00,"$6,123.52",62.60%,$0.00,-819.33,Loss,Clean
2683,10/4/2025,Online,Delhi,Women,Basketball,Air Jordan,Shoe,Numeric,0,2.00,"$6,123.52",Invalid_Check,$0.00,-240.8,Loss,Needs_Review
2684,10/12/2024,Online,Hyderabad,Men,Running,Pegasus Turbo,Shoe,Numeric,10,Missing,"$6,178.85",Invalid_Check,$0.00,2550.88,High_Profit,Needs_Review
2685,7/21/2024,Online,Bangalore,Kids,Soccer,Tiempo Legend,Shoe,Numeric,10,Missing,"$5,732.20",64.03%,$0.00,2933.02,High_Profit,Needs_Review
2686,7/21/2024,Retail,Mumbai,Kids,Training,SuperRep Go,Clothing,Text,M,Missing,"$4,993.94",60.19%,$0.00,2420.85,High_Profit,Needs_Review
2687,,Retail,Bangalore,Women,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,246.43",64.03%,"$5,246.43",1891.48,High_Profit,Clean
2689,4/7/2025,Online,Delhi,Kids,Running,Air Zoom,Shoe,Numeric,10,4.00,"$5,924.06",63.91%,$0.00,494.45,Low_Profit,Clean
2690,4/26/2025,Online,Delhi,Women,Lifestyle,Dunk Low,Clothing,Text,L,1.00,"$6,079.66",65.40%,$0.00,155.53,Low_Profit,Clean
2692,12/5/2025,Online,Hyderabad,Kids,Basketball,LeBron 20,Shoe,Numeric,10,Missing,"$9,945.56",Invalid_Check,$0.00,-1116.54,Loss,Needs_Review
2693,1/11/2024,Retail,Pune,Men,Training,Flex Trainer,Clothing,Text,M,Missing,"$6,095.99",60.19%,$0.00,2519.25,High_Profit,Needs_Review
2694,1/11/2024,Online,Delhi,Kids,Soccer,Tiempo Legend,Shoe,Numeric,10,Missing,"$2,006.63",64.03%,$0.00,3171.69,High_Profit,Needs_Review
2695,,Online,Delhi,Kids,Training,SuperRep Go,Clothing,Text,M,0.00,"$5,642.50",60.19%,$0.00,2104.46,High_Profit,Clean
2696,6/17/2025,Retail,Delhi,Kids,Training,Metcon 7,Clothing,Text,L,2.00,"$5,996.89",43.00%,$0.00,3174.81,High_Profit,Clean
2697,11/12/2024,Online,Mumbai,Kids,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$9,103.08",63.91%,"$18,206.16",1726.8,High_Profit,Clean
2698,11/12/2024,Online,Delhi,Men,Lifestyle,Waffle One,Clothing,Text,L,Missing,"$6,140.70",65.40%,$0.00,506.87,High_Profit,Needs_Review
2699,,Online,Kolkata,Women,Soccer,Phantom GT,Shoe,Numeric,10,Missing,"$3,700.75",64.03%,$0.00,-963.73,Loss,Needs_Review
2700,3/23/2025,Online,Delhi,Women,Lifestyle,Air Force 1,Clothing,Text,XL,3.00,"$9,367.66",65.40%,"$28,102.98",-623.95,Loss,Clean
2701,12/20/2024,Retail,Bangalore,Women,Training,ZoomX Invincible,Clothing,Text,M,Missing,"$6,630.32",45.00%,$0.00,3138.32,High_Profit,Needs_Review
2702,12/20/2024,Retail,Pune,Women,Training,Flex Trainer,Clothing,Text,XL,Missing,"$6,095.99",51.00%,$0.00,1737.23,High_Profit,Needs_Review
2703,6/15/2025,Retail,Delhi,Men,Soccer,Premier III,Shoe,Numeric,12,4.00,"$7,204.01",64.03%,"$28,816.04",3951.42,High_Profit,Clean
2704,6/26/2025,Retail,Pune,Kids,Running,Air Zoom,Shoe,Numeric,10,Missing,"$9,264.49",63.91%,$0.00,491.18,Low_Profit,Needs_Review
2705,8/4/2024,Online,Mumbai,Women,Lifestyle,Air Force 1,Clothing,Text,XL,2.00,"$6,264.64",65.40%,$0.00,67.58,Low_Profit,Clean
2706,8/4/2024,Retail,Pune,Kids,Running,Pegasus Turbo,Shoe,Numeric,11,Missing,"$6,891.25",63.00%,$0.00,-742.85,Loss,Needs_Review
2707,1/25/2025,Online,Pune,Women,Lifestyle,Waffle One,Clothing,Text,M,Return,"$4,784.45",65.40%,"-$4,784.45",3357.12,Return_Transaction,Needs_Review
2708,4/4/2025,Online,Hyderabad,Women,Soccer,Premier III,Shoe,Numeric,12,3.00,"$5,697.14",64.03%,$0.00,2731.71,High_Profit,Clean
2709,5/13/2025,Online,Delhi,Men,Running,Air Zoom,Shoe,Numeric,10,Missing,"$5,924.06",63.91%,$0.00,3932.36,High_Profit,Needs_Review
2710,5/13/2025,Retail,Bangalore,Men,Lifestyle,Air Force 1,Clothing,Text,M,2.00,"$5,618.62",65.40%,"$11,237.24",1745.96,High_Profit,Clean
2711,6/11/2024,Retail,Pune,Kids,Running,Pegasus Turbo,Shoe,Numeric,0,0.00,"$4,240.24",Invalid_Check,$0.00,3483.11,High_Profit,Needs_Review
2712,7/5/2024,Online,Bangalore,Men,Training,Flex Trainer,Clothing,Text,M,Missing,"$2,758.08",4.00%,$0.00,2447.58,High_Profit,Needs_Review
2713,7/21/2025,Retail,Pune,Kids,Training,Metcon 7,Clothing,Text,M,Missing,"$5,996.89",60.19%,$0.00,1044.98,High_Profit,Needs_Review
2715,7/21/2025,Online,Delhi,Women,Running,Pegasus Turbo,Shoe,Numeric,8,Missing,"$5,996.09",63.91%,$0.00,3597.08,High_Profit,Needs_Review
2716,8/28/2024,Retail,Pune,Men,Basketball,LeBron 20,Shoe,Numeric,10,4.00,"$6,129.75",41.00%,$0.00,3614.76,High_Profit,Clean
2717,12/6/2025,Online,Mumbai,Kids,Lifestyle,Dunk Low,Clothing,Text,XL,1.00,"$6,079.66",65.40%,$0.00,1119.71,High_Profit,Clean
2718,11/4/2025,Retail,Mumbai,Men,Lifestyle,Blazer Mid,Clothing,Text,L,0.00,"$6,107.63",73.00%,$0.00,1556.61,High_Profit,Clean
2719,5/22/2025,Retail,Hyderabad,Kids,Lifestyle,Dunk Low,Clothing,Text,M,4.00,"$6,079.66",65.40%,$0.00,1377.72,High_Profit,Clean
2720,7/3/2025,Retail,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,L,Missing,"$9,585.39",Invalid_Check,$0.00,761.26,High_Profit,Needs_Review
2721,9/30/2024,Retail,Delhi,Women,Lifestyle,Waffle One,Clothing,Text,M,Return,"$2,381.94",65.40%,"-$2,381.94",1457.93,Return_Transaction,Needs_Review
2722,7/12/2024,Online,Mumbai,Women,Soccer,Phantom GT,Shoe,Numeric,10,Missing,"$6,237.40",64.03%,$0.00,3119.37,High_Profit,Needs_Review
2723,1/28/2025,Retail,Mumbai,Women,Basketball,LeBron 20,Shoe,Numeric,0,Missing,"$5,260.17",62.60%,$0.00,1402.81,High_Profit,Needs_Review
2724,11/21/2024,Online,Mumbai,Kids,Training,Metcon 7,Clothing,Text,M,Missing,"$5,996.89",60.19%,$0.00,1125.71,High_Profit,Needs_Review
2726,11/21/2024,Online,Delhi,Men,Running,Air Zoom,Shoe,Numeric,0,Missing,"$5,924.06",80.00%,$0.00,-151.26,Loss,Needs_Review
2727,6/2/2024,Online,Bangalore,Women,Training,Metcon 7,Clothing,Text,XL,Missing,"$5,996.89",47.00%,$0.00,2528.27,High_Profit,Needs_Review
2729,5/11/2025,Online,Bangalore,Kids,Training,ZoomX Invincible,Clothing,Text,M,Missing,"$6,630.32",60.19%,$0.00,262.12,Low_Profit,Needs_Review
2730,7/25/2024,Online,Hyderabad,Women,Training,Metcon 7,Clothing,Text,M,Missing,"$5,996.89",60.19%,$0.00,-249.45,Loss,Needs_Review
2731,12/10/2024,Online,Hyderabad,Men,Basketball,Air Jordan,Shoe,Numeric,10,Return,"$6,123.52",62.60%,$0.00,3234.28,Return_Transaction,Needs_Review
2732,11/22/2024,Online,Mumbai,Women,Lifestyle,Blazer Mid,Clothing,Text,L,Missing,"$6,107.63",100.00%,$0.00,66.43,Low_Profit,Needs_Review
2733,6/25/2025,Online,Delhi,Men,Basketball,Air Jordan,Shoe,Numeric,10,Return,"$6,123.52",9.00%,$0.00,681.86,Return_Transaction,Needs_Review
2734,6/25/2025,Retail,Mumbai,Men,Basketball,LeBron 20,Shoe,Numeric,10,Missing,"$6,129.75",2.00%,$0.00,1680.5,High_Profit,Needs_Review
2735,2/21/2025,Online,Mumbai,Men,Lifestyle,Dunk Low,Clothing,Text,XL,0.00,"$6,079.66",65.40%,$0.00,1052.65,High_Profit,Clean
2736,7/11/2025,Retail,Bangalore,Kids,Training,Metcon 7,Clothing,Text,XL,0.00,"$5,996.89",48.00%,$0.00,1423.83,High_Profit,Clean
2737,11/29/2024,Online,Delhi,Men,Training,SuperRep Go,Clothing,Text,XL,Missing,"$5,642.50",60.19%,$0.00,2007.01,High_Profit,Needs_Review
2738,12/16/2024,Online,Pune,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,0.00,"$5,597.17",62.60%,$0.00,687.32,High_Profit,Clean
2739,6/24/2025,Online,Kolkata,Kids,Running,Pegasus Turbo,Shoe,Numeric,10,Missing,"$5,214.32",63.91%,$0.00,-637.13,Loss,Needs_Review
2740,6/24/2025,Online,Hyderabad,Women,Basketball,LeBron 20,Shoe,Numeric,10,Missing,"$5,094.43",62.60%,$0.00,1765.36,High_Profit,Needs_Review
2741,1/7/2024,Retail,Pune,Men,Running,Pegasus Turbo,Shoe,Numeric,0,Missing,"$6,058.47",63.91%,$0.00,-37.88,Loss,Needs_Review
2742,8/5/2025,Retail,Kolkata,Women,Training,ZoomX Invincible,Clothing,Text,XL,0.00,"$6,630.32",60.19%,$0.00,3153.1,High_Profit,Clean
2744,8/5/2025,Online,Hyderabad,Men,Running,Free RN,Shoe,Numeric,10,Missing,"$2,996.20",49.00%,$0.00,2913.41,High_Profit,Needs_Review
2745,10/14/2024,Online,Hyderabad,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,10,Missing,"$4,523.72",62.60%,$0.00,-237.9,Loss,Needs_Review
2746,3/8/2025,Retail,Delhi,Kids,Running,Free RN,Shoe,Numeric,10,1.00,"$6,302.98",48.00%,"$3,277.55",2835.93,High_Profit,Clean
2747,3/8/2025,Retail,Bangalore,Women,Lifestyle,Blazer Mid,Clothing,Text,M,2.00,"$4,669.75",65.40%,"$9,339.50",-987.12,Loss,Clean
2748,,Online,Delhi,Men,Soccer,Mercurial Superfly,Shoe,Numeric,7,2.00,"$6,211.46",64.03%,$0.00,756.18,High_Profit,Clean
2750,7/22/2024,Retail,Delhi,Women,Running,Pegasus Turbo,Shoe,Numeric,10,Missing,"$6,058.47",63.91%,$0.00,3024.11,High_Profit,Needs_Review
2751,5/10/2025,Retail,Kolkata,Men,Lifestyle,Air Force 1,Clothing,Text,L,1.00,"$7,877.36",55.00%,"$3,544.81",3663.49,High_Profit,Clean
2752,4/9/2024,Retail,Bangalore,Women,Running,Air Zoom,Shoe,Numeric,0,Missing,"$2,491.06",63.91%,$0.00,1660.44,High_Profit,Needs_Review
2753,6/13/2025,Online,Kolkata,Kids,Basketball,LeBron 20,Shoe,Numeric,10,0.00,"$6,129.75",Invalid_Check,$0.00,-1164.37,Loss,Needs_Review
2754,11/17/2024,Online,Pune,Kids,Training,SuperRep Go,Clothing,Text,M,0.00,"$4,830.96",60.19%,$0.00,1344.73,High_Profit,Clean
2755,11/17/2024,Online,Delhi,Men,Running,Free RN,Shoe,Numeric,10,0.00,"$9,473.09",63.91%,$0.00,3055.36,High_Profit,Clean
2756,11/17/2024,Retail,Bangalore,Men,Basketball,LeBron 20,Shoe,Numeric,7,Missing,"$8,485.23",62.60%,$0.00,637.62,High_Profit,Needs_Review
2757,3/22/2024,Retail,Kolkata,Women,Training,Metcon 7,Clothing,Text,M,Missing,"$4,819.76",60.19%,$0.00,2066.12,High_Profit,Needs_Review
2758,3/22/2024,Retail,Delhi,Kids,Training,ZoomX Invincible,Clothing,Text,M,Missing,"$6,630.32",60.19%,$0.00,2548.78,High_Profit,Needs_Review
2759,11/11/2023,Online,Bangalore,Kids,Training,Flex Trainer,Clothing,Text,L,0.00,"$6,095.99",60.19%,$0.00,1275.23,High_Profit,Clean
2760,9/30/2024,Online,Kolkata,Women,Lifestyle,Dunk Low,Clothing,Text,L,0.00,"$6,079.66",9.00%,$0.00,818.65,High_Profit,Clean
2761,3/10/2025,Online,Kolkata,Women,Lifestyle,Dunk Low,Clothing,Text,XL,Missing,"$3,403.54",65.40%,$0.00,221.41,Low_Profit,Needs_Review
2762,1/16/2025,Online,Delhi,Women,Training,Flex Trainer,Clothing,Text,L,Missing,"$8,007.22",60.19%,$0.00,1190.2,High_Profit,Needs_Review
2763,1/16/2025,Retail,Kolkata,Men,Lifestyle,Dunk Low,Clothing,Text,XL,Missing,"$2,174.89",65.40%,$0.00,-406.38,Loss,Needs_Review
2764,8/19/2024,Retail,Pune,Women,Training,Flex Trainer,Clothing,Text,M,Missing,"$6,095.99",48.00%,$0.00,1392.27,High_Profit,Needs_Review
2765,8/19/2024,Online,Kolkata,Men,Lifestyle,Waffle One,Clothing,Text,M,Missing,"$6,154.32",94.00%,$0.00,2004.4,High_Profit,Needs_Review
2766,2/15/2025,Retail,Bangalore,Kids,Soccer,Tiempo Legend,Shoe,Numeric,10,Missing,"$5,732.20",64.03%,$0.00,-701.28,Loss,Needs_Review
2767,4/29/2025,Retail,Delhi,Kids,Training,Flex Trainer,Clothing,Text,M,Missing,"$6,383.55",60.19%,$0.00,2079.06,High_Profit,Needs_Review
2768,4/29/2025,Online,Hyderabad,Women,Lifestyle,Dunk Low,Clothing,Text,M,1.00,"$6,079.66",65.40%,$0.00,2140.93,High_Profit,Clean
2770,3/28/2025,Online,Kolkata,Kids,Lifestyle,Dunk Low,Clothing,Text,M,3.00,"$6,079.66",65.40%,$0.00,3961.27,High_Profit,Clean
2771,3/1/2025,Online,Hyderabad,Women,Training,SuperRep Go,Clothing,Text,M,0.00,"$3,402.80",60.19%,$0.00,1045.5,High_Profit,Clean
2772,11/22/2024,Online,Pune,Women,Running,Free RN,Shoe,Numeric,10,Missing,"$6,743.38",63.91%,$0.00,1908.63,High_Profit,Needs_Review
2773,7/10/2025,Online,Bangalore,Women,Soccer,Tiempo Legend,Shoe,Numeric,0,Return,"$5,732.20",64.03%,$0.00,1229.08,Return_Transaction,Needs_Review
2774,8/5/2024,Online,Kolkata,Kids,Running,Free RN,Shoe,Numeric,10,Missing,"$6,045.67",63.91%,$0.00,928.63,High_Profit,Needs_Review
2775,2/22/2025,Retail,Delhi,Men,Soccer,Tiempo Legend,Shoe,Numeric,0,Missing,"$5,732.20",49.00%,$0.00,3042.49,High_Profit,Needs_Review
2776,9/10/2024,Retail,Mumbai,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,10,Missing,"$5,597.17",62.60%,$0.00,144.37,Low_Profit,Needs_Review
2777,5/11/2025,Retail,Pune,Women,Training,ZoomX Invincible,Clothing,Text,M,3.00,"$6,630.32",39.00%,$0.00,-712.53,Loss,Clean
2778,2/4/2025,Online,Kolkata,Kids,Running,Free RN,Shoe,Numeric,10,2.00,"$6,045.67",26.00%,$0.00,2350.69,High_Profit,Clean
2779,2/4/2025,Retail,Bangalore,Women,Lifestyle,Air Force 1,Clothing,Text,XL,1.00,"$4,922.19",65.40%,"$4,922.19",3820.48,High_Profit,Clean
2780,1/15/2025,Online,Hyderabad,Women,Training,SuperRep Go,Clothing,Text,L,Missing,"$5,241.90",60.19%,$0.00,-295.49,Loss,Needs_Review
2781,11/14/2024,Online,Mumbai,Kids,Lifestyle,Blazer Mid,Clothing,Text,XL,Missing,"$7,063.25",65.40%,$0.00,3746.48,High_Profit,Needs_Review
2782,4/1/2025,Online,Kolkata,Women,Training,ZoomX Invincible,Clothing,Text,XL,4.00,"$7,850.87",Invalid_Check,-$628.07,992.14,High_Profit,Needs_Review
2783,4/1/2025,Retail,Delhi,Men,Running,Pegasus Turbo,Shoe,Numeric,0,1.00,"$7,951.27",63.91%,"$7,951.27",-154.17,Loss,Clean
2784,12/31/2024,Retail,Hyderabad,Men,Soccer,Phantom GT,Shoe,Numeric,10,Return,"$6,237.40",94.00%,$0.00,501.65,Return_Transaction,Needs_Review
2785,9/21/2024,Online,Mumbai,Women,Basketball,Air Jordan,Shoe,Numeric,10,Return,"$9,795.69",62.60%,"-$9,795.69",1044.46,Return_Transaction,Needs_Review
2786,9/21/2024,Online,Delhi,Men,Soccer,Tiempo Legend,Shoe,Numeric,10,4.00,"$2,483.97",64.03%,"$9,935.88",-609.36,Loss,Clean
2787,8/14/2024,Retail,Pune,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,Missing,"$5,597.17",5.00%,$0.00,1010.96,High_Profit,Needs_Review
2788,3/1/2025,Online,Pune,Kids,Training,ZoomX Invincible,Clothing,Text,M,Missing,"$5,474.79",60.19%,$0.00,-682.62,Loss,Needs_Review
2789,3/1/2025,Online,Hyderabad,Women,Lifestyle,Dunk Low,Clothing,Text,L,Missing,"$6,079.66",65.40%,$0.00,2924.09,High_Profit,Needs_Review
2790,3/9/2025,Retail,Delhi,Men,Basketball,Air Jordan,Shoe,Numeric,10,Missing,"$4,776.83",62.60%,$0.00,2857.99,High_Profit,Needs_Review
2791,2/23/2025,Retail,Pune,Kids,Lifestyle,Waffle One,Clothing,Text,M,0.00,"$5,774.78",65.40%,$0.00,341.26,Low_Profit,Clean
2792,12/2/2024,Retail,Kolkata,Men,Running,Pegasus Turbo,Shoe,Numeric,10,Missing,"$6,058.47",63.91%,$0.00,-364.23,Loss,Needs_Review
2793,1/3/2025,Online,Kolkata,Kids,Training,ZoomX Invincible,Clothing,Text,XL,1.00,"$6,630.32",60.19%,$0.00,3565.12,High_Profit,Clean
2794,12/24/2024,Online,Bangalore,Men,Running,React Infinity,Shoe,Numeric,10,3.00,"$8,574.00",63.91%,"$25,722.00",161.95,Low_Profit,Clean
2795,9/21/2023,Retail,Bangalore,Women,Lifestyle,Waffle One,Clothing,Text,M,Missing,"$8,510.85",Invalid_Check,$0.00,1491.91,High_Profit,Needs_Review
2796,5/21/2025,Online,Hyderabad,Men,Soccer,Phantom GT,Shoe,Numeric,0,0.00,"$3,101.14",64.03%,$0.00,-271.85,Loss,Clean
2797,5/21/2025,Online,Pune,Women,Lifestyle,Waffle One,Clothing,Text,M,Missing,"$5,774.78",65.40%,$0.00,3986.03,High_Profit,Needs_Review
2798,1/26/2024,Retail,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,0,Missing,"$5,697.14",64.03%,$0.00,1822.72,High_Profit,Needs_Review
2799,5/28/2025,Online,Mumbai,Men,Training,SuperRep Go,Clothing,Text,M,Missing,"$5,642.50",60.19%,$0.00,1496.19,High_Profit,Needs_Review
2800,5/28/2025,Retail,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,10,4.00,"$5,697.14",64.03%,$0.00,2588.03,High_Profit,Clean
2801,,Retail,Mumbai,Women,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$6,058.47",63.91%,$0.00,-355.55,Loss,Clean
2802,7/31/2024,Online,Pune,Women,Soccer,Phantom GT,Shoe,Numeric,10,4.00,"$3,328.58",64.03%,"$13,314.32",-763.34,Loss,Clean
2803,3/17/2025,Retail,Kolkata,Kids,Lifestyle,Blazer Mid,Clothing,Text,M,Missing,"$7,776.94",65.40%,$0.00,-532.24,Loss,Needs_Review
2804,6/24/2025,Online,Mumbai,Women,Soccer,Premier III,Shoe,Numeric,10,Missing,"$6,370.84",64.03%,$0.00,1609.7,High_Profit,Needs_Review
2805,12/23/2024,Retail,Mumbai,Women,Lifestyle,Dunk Low,Clothing,Text,M,Return,"$2,609.07",65.40%,"-$2,609.07",-265.27,Return_Transaction,Needs_Review
2806,7/21/2025,Online,Delhi,Kids,Basketball,Zoom Freak,Shoe,Numeric,10,Missing,"$6,887.39",62.60%,$0.00,1562.76,High_Profit,Needs_Review
2807,1/3/2025,Online,Pune,Men,Basketball,LeBron 20,Shoe,Numeric,0,Missing,"$6,129.75",62.60%,$0.00,3525.96,High_Profit,Needs_Review
2808,6/30/2025,Retail,Mumbai,Men,Basketball,LeBron 20,Shoe,Numeric,0,Missing,"$8,335.48",57.00%,$0.00,832.37,High_Profit,Needs_Review
2809,8/22/2024,Online,Kolkata,Men,Soccer,Tiempo Legend,Shoe,Numeric,9,Missing,"$5,732.20",70.00%,$0.00,-1095.12,Loss,Needs_Review
2810,5/26/2025,Online,Delhi,Men,Running,Pegasus Turbo,Shoe,Numeric,10,Missing,"$5,222.92",63.91%,$0.00,1804.67,High_Profit,Needs_Review
2811,4/1/2025,Online,Pune,Kids,Basketball,Zoom Freak,Shoe,Numeric,12,Missing,"$6,389.62",62.60%,$0.00,2332.29,High_Profit,Needs_Review
2812,2/4/2025,Online,Hyderabad,Women,Training,ZoomX Invincible,Clothing,Text,M,1.00,"$5,045.62",Invalid_Check,"-$1,059.58",1191.02,High_Profit,Needs_Review
2813,2/4/2025,Online,Bangalore,Women,Running,Free RN,Shoe,Numeric,10,Missing,"$6,045.67",63.91%,$0.00,585.97,High_Profit,Needs_Review
2814,,Online,Pune,Men,Lifestyle,Air Force 1,Clothing,Text,M,Missing,"$6,264.64",73.00%,$0.00,2329.33,High_Profit,Needs_Review
2815,3/17/2025,Retail,Mumbai,Men,Training,Flex Trainer,Clothing,Text,L,Missing,"$6,095.99",60.19%,$0.00,1143.68,High_Profit,Needs_Review
2816,3/17/2025,Retail,Kolkata,Kids,Basketball,Air Jordan,Shoe,Numeric,10,Missing,"$9,062.25",62.60%,$0.00,-9.69,Loss,Needs_Review
2818,6/20/2025,Online,Hyderabad,Kids,Soccer,Phantom GT,Shoe,Numeric,11,0.00,"$4,462.26",64.03%,$0.00,1006.73,High_Profit,Clean
2819,12/6/2024,Online,Bangalore,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,0,Missing,"$5,597.17",9.00%,$0.00,-187.36,Loss,Needs_Review
2820,12/6/2024,Online,Hyderabad,Men,Training,Metcon 7,Clothing,Text,M,1.00,"$4,308.75",32.00%,"$2,929.95",799.35,High_Profit,Clean
2821,9/3/2023,Retail,Bangalore,Men,Training,Metcon 7,Clothing,Text,M,1.00,"$6,546.59",68.00%,"$2,094.91",1504.31,High_Profit,Clean
2822,9/3/2023,Online,Pune,Women,Training,ZoomX Invincible,Clothing,Text,M,Missing,"$8,292.37",60.19%,$0.00,-816.55,Loss,Needs_Review
2823,8/9/2024,Retail,Pune,Women,Running,React Infinity,Shoe,Numeric,0,Missing,"$6,291.92",36.00%,$0.00,134.95,Low_Profit,Needs_Review
2824,1/28/2025,Online,Pune,Women,Basketball,Kyrie Flytrap,Shoe,Numeric,10,Missing,"$5,597.17",62.60%,$0.00,2982.03,High_Profit,Needs_Review
2825,10/20/2024,Retail,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,L,2.00,"$6,107.63",65.40%,$0.00,-834.71,Loss,Clean
2826,10/20/2024,Online,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,M,Missing,"$6,107.63",59.00%,$0.00,3872.35,High_Profit,Needs_Review
2827,8/31/2024,Online,Pune,Kids,Training,Metcon 7,Clothing,Text,M,3.00,"$3,440.88",60.19%,"$10,322.64",22.93,Low_Profit,Clean
2828,1/4/2024,Retail,Hyderabad,Women,Soccer,Mercurial Superfly,Shoe,Numeric,10,Missing,"$7,478.84",64.03%,$0.00,-18.4,Loss,Needs_Review
2829,1/15/2024,Retail,Kolkata,Kids,Lifestyle,Dunk Low,Clothing,Text,M,Missing,"$6,079.66",65.40%,$0.00,1756.75,High_Profit,Needs_Review
2830,8/17/2024,Retail,Delhi,Kids,Running,React Infinity,Shoe,Numeric,10,Missing,"$6,291.92",63.91%,$0.00,2554.82,High_Profit,Needs_Review
2831,5/29/2024,Retail,Delhi,Kids,Training,Metcon 7,Clothing,Text,M,Missing,"$5,996.89",60.19%,$0.00,1194.43,High_Profit,Needs_Review
2832,8/5/2025,Online,Kolkata,Kids,Lifestyle,Waffle One,Clothing,Text,L,Return,"$4,338.16",65.40%,"-$4,338.16",-328.05,Return_Transaction,Needs_Review
2833,10/12/2024,Retail,Bangalore,Men,Running,Pegasus Turbo,Shoe,Numeric,10,0.00,"$6,058.47",63.91%,$0.00,922.24,High_Profit,Clean
