Order_ID,Order_Date,Sales_Channel,Region,Gender_Category,Product_Line,Product_Name,Product_Type,Size_Type,Clean_Size,Clean_units,Clean_MRP,Clean_Discount,New_Revenue ,Profit,Profit_category,Row_Check
2421,10/9/2024,Online,Pune,Kids,Training,ZoomX Invincible,Clothing,Text,XL,4.00,"$6,743.07",60.19%,"$26,972.28",-277.41,Loss,Clean
2422,4/2/2025,Retail,Pune,Kids,Running,Pegasus Turbo,Shoe,Numeric,0,0.00,"$9,220.15",63.91%,$0.00,2688.05,High_Profit,Clean
2427,11/17/2024,Online,Kolkata,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,6,1.00,"$5,597.17",62.60%,$0.00,69.95,Low_Profit,Clean
2428,9/17/2023,Online,Mumbai,Men,Training,Metcon 7,Clothing,Text,L,4.00,"$6,458.72",60.19%,"$25,834.88",402,Low_Profit,Clean
2430,10/9/2024,Retail,Bangalore,Men,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",64.03%,$0.00,1731.86,High_Profit,Clean
2433,3/27/2025,Retail,Kolkata,Men,Lifestyle,Blazer Mid,Clothing,Text,L,1.00,"$8,903.17",65.40%,"$8,903.17",3808.81,High_Profit,Clean
2434,,Retail,Mumbai,Kids,Lifestyle,Blazer Mid,Clothing,Text,XL,1.00,"$4,920.30",14.00%,"$4,231.46",1135.72,High_Profit,Clean
2435,,Retail,Kolkata,Men,Training,Flex Trainer,Clothing,Text,XL,3.00,"$7,005.67",15.00%,"$17,864.46",2329.98,High_Profit,Clean
2437,7/22/2024,Retail,Bangalore,Women,Running,Free RN,Shoe,Numeric,8,3.00,"$6,178.39",63.91%,"$18,535.17",73.75,Low_Profit,Clean
2443,3/10/2025,Retail,Pune,Women,Running,React Infinity,Shoe,Numeric,10,2.00,"$8,136.39",63.91%,"$16,272.78",3398.15,High_Profit,Clean
2444,7/23/2024,Retail,Mumbai,Kids,Soccer,Tiempo Legend,Shoe,Numeric,0,4.00,"$5,732.20",64.03%,$0.00,3044.66,High_Profit,Clean
2451,7/12/2024,Retail,Mumbai,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,12,2.00,"$5,597.17",62.60%,$0.00,427.51,Low_Profit,Clean
2453,7/9/2025,Online,Pune,Women,Soccer,Tiempo Legend,Shoe,Numeric,12,3.00,"$5,732.20",10.00%,$0.00,215.3,Low_Profit,Clean
2454,11/15/2024,Online,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,L,1.00,"$6,107.63",65.40%,$0.00,1627.78,High_Profit,Clean
2455,10/26/2024,Online,Mumbai,Women,Basketball,Zoom Freak,Shoe,Numeric,10,1.00,"$3,036.61",86.00%,$425.13,3754.3,High_Profit,Clean
2456,10/26/2024,Retail,Pune,Men,Basketball,Zoom Freak,Shoe,Numeric,0,4.00,"$7,154.83",62.60%,"$28,619.32",-620.53,Loss,Clean
2459,4/1/2024,Online,Bangalore,Kids,Basketball,LeBron 20,Shoe,Numeric,8,0.00,"$6,129.75",81.00%,$0.00,2213.84,High_Profit,Clean
2460,7/31/2024,Retail,Hyderabad,Women,Running,Pegasus Turbo,Shoe,Numeric,10,3.00,"$6,058.47",53.00%,$0.00,-281.42,Loss,Clean
2467,3/15/2025,Retail,Mumbai,Women,Basketball,LeBron 20,Shoe,Numeric,10,1.00,"$6,271.66",62.60%,"$6,271.66",2449.43,High_Profit,Clean
2468,5/25/2025,Retail,Pune,Women,Lifestyle,Blazer Mid,Clothing,Text,XL,3.00,"$3,676.04",65.40%,"$11,028.12",1621.74,High_Profit,Clean
2472,9/30/2023,Online,Kolkata,Women,Lifestyle,Waffle One,Clothing,Text,XL,2.00,"$8,516.45",22.00%,"$13,285.66",1764.52,High_Profit,Clean
2475,11/4/2023,Online,Mumbai,Kids,Soccer,Premier III,Shoe,Numeric,0,2.00,"$5,697.14",54.00%,$0.00,2233.57,High_Profit,Clean
2480,3/15/2025,Retail,Kolkata,Women,Soccer,Premier III,Shoe,Numeric,10,0.00,"$4,254.68",64.03%,$0.00,3498.64,High_Profit,Clean
2481,4/3/2025,Retail,Bangalore,Women,Soccer,Mercurial Superfly,Shoe,Numeric,0,0.00,"$8,206.22",64.03%,$0.00,2443.4,High_Profit,Clean
2484,11/4/2024,Online,Kolkata,Women,Basketball,Zoom Freak,Shoe,Numeric,10,2.00,"$5,482.96",35.00%,"$7,127.85",-823.8,Loss,Clean
2488,6/30/2024,Retail,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,XL,3.00,"$2,699.59",65.40%,"$8,098.77",3507.56,High_Profit,Clean
2489,3/22/2025,Retail,Pune,Kids,Lifestyle,Blazer Mid,Clothing,Text,M,1.00,"$7,814.02",65.40%,"$7,814.02",684.07,High_Profit,Clean
2491,11/5/2023,Online,Mumbai,Kids,Training,SuperRep Go,Clothing,Text,M,1.00,"$8,484.82",60.19%,"$8,484.82",1899.54,High_Profit,Clean
2492,10/26/2024,Retail,Bangalore,Women,Soccer,Phantom GT,Shoe,Numeric,7,0.00,"$6,012.23",62.00%,$0.00,-1113.25,Loss,Clean
2502,12/5/2025,Online,Pune,Women,Soccer,Mercurial Superfly,Shoe,Numeric,0,2.00,"$6,211.46",62.00%,$0.00,-223.4,Loss,Clean
2505,4/17/2025,Online,Pune,Women,Soccer,Premier III,Shoe,Numeric,7,1.00,"$9,145.37",7.00%,"$8,505.19",1755.19,High_Profit,Clean
2511,3/31/2025,Online,Hyderabad,Men,Running,Air Zoom,Shoe,Numeric,10,3.00,"$5,881.13",80.00%,"$3,528.68",2108.4,High_Profit,Clean
2512,3/31/2025,Retail,Kolkata,Kids,Running,Free RN,Shoe,Numeric,6,4.00,"$6,387.51",63.91%,"$25,550.04",300.76,Low_Profit,Clean
2513,2/10/2024,Retail,Hyderabad,Men,Lifestyle,Air Force 1,Clothing,Text,M,4.00,"$6,264.64",18.00%,$0.00,1415.34,High_Profit,Clean
2514,11/26/2024,Online,Hyderabad,Women,Soccer,Premier III,Shoe,Numeric,10,3.00,"$5,015.19",75.00%,"$3,761.39",-494.53,Loss,Clean
2517,11/26/2024,Retail,Kolkata,Women,Soccer,Premier III,Shoe,Numeric,0,3.00,"$6,042.94",64.03%,"$18,128.82",1659.75,High_Profit,Clean
2518,11/20/2024,Retail,Mumbai,Kids,Lifestyle,Dunk Low,Clothing,Text,M,2.00,"$6,079.66",65.40%,$0.00,1007.7,High_Profit,Clean
2520,12/24/2024,Retail,Bangalore,Kids,Running,React Infinity,Shoe,Numeric,10,2.00,"$4,110.72",32.00%,"$5,590.58",3894.95,High_Profit,Clean
2521,11/29/2023,Online,Mumbai,Kids,Basketball,Air Jordan,Shoe,Numeric,10,1.00,"$6,123.52",62.60%,$0.00,2592.98,High_Profit,Clean
2526,9/10/2023,Retail,Mumbai,Women,Basketball,Kyrie Flytrap,Shoe,Numeric,10,0.00,"$5,597.17",62.60%,$0.00,2412.82,High_Profit,Clean
2528,1/20/2025,Online,Hyderabad,Men,Basketball,Zoom Freak,Shoe,Numeric,0,3.00,"$6,389.62",62.60%,$0.00,-278.07,Loss,Clean
2531,3/13/2024,Retail,Hyderabad,Men,Soccer,Phantom GT,Shoe,Numeric,10,2.00,"$6,237.40",64.03%,$0.00,2116.53,High_Profit,Clean
2534,11/23/2024,Online,Mumbai,Kids,Running,React Infinity,Shoe,Numeric,0,0.00,"$2,165.14",36.00%,$0.00,3012.1,High_Profit,Clean
2537,10/11/2024,Online,Pune,Women,Basketball,Zoom Freak,Shoe,Numeric,10,4.00,"$9,848.80",62.60%,"$39,395.20",2764.66,High_Profit,Clean
2538,5/26/2025,Online,Bangalore,Kids,Basketball,Air Jordan,Shoe,Numeric,10,1.00,"$6,123.52",62.60%,$0.00,1790.41,High_Profit,Clean
2539,5/26/2025,Retail,Pune,Women,Training,SuperRep Go,Clothing,Text,M,1.00,"$7,532.24",60.19%,"$7,532.24",1060.53,High_Profit,Clean
2541,1/21/2024,Online,Hyderabad,Men,Lifestyle,Air Force 1,Clothing,Text,M,1.00,"$3,059.89",65.40%,"$3,059.89",1968.82,High_Profit,Clean
2545,9/25/2024,Online,Kolkata,Kids,Lifestyle,Blazer Mid,Clothing,Text,M,4.00,"$3,645.35",65.40%,"$14,581.40",3265.83,High_Profit,Clean
2546,2/13/2024,Retail,Kolkata,Men,Running,Pegasus Turbo,Shoe,Numeric,10,4.00,"$6,243.91",63.91%,"$24,975.64",-199.13,Loss,Clean
2549,2/18/2025,Retail,Kolkata,Women,Training,Metcon 7,Clothing,Text,XL,2.00,"$5,996.89",60.19%,$0.00,3453.18,High_Profit,Clean
2550,8/1/2024,Retail,Hyderabad,Kids,Lifestyle,Waffle One,Clothing,Text,M,1.00,"$5,774.78",65.40%,$0.00,3188.07,High_Profit,Clean
2552,10/6/2025,Online,Delhi,Women,Training,ZoomX Invincible,Clothing,Text,M,2.00,"$6,630.32",60.19%,$0.00,134.1,Low_Profit,Clean
2554,2/27/2025,Retail,Mumbai,Women,Lifestyle,Dunk Low,Clothing,Text,M,2.00,"$4,357.79",65.40%,"$8,715.58",3936.13,High_Profit,Clean
2559,1/25/2025,Online,Mumbai,Men,Soccer,Tiempo Legend,Shoe,Numeric,10,2.00,"$2,786.84",21.00%,"$4,403.21",3345.36,High_Profit,Clean
2562,10/6/2024,Retail,Kolkata,Men,Lifestyle,Waffle One,Clothing,Text,M,2.00,"$9,701.24",65.40%,"$19,402.48",223.82,Low_Profit,Clean
2573,8/7/2025,Retail,Kolkata,Women,Soccer,Mercurial Superfly,Shoe,Numeric,10,1.00,"$3,068.13",64.03%,"$3,068.13",-586.29,Loss,Clean
2576,9/8/2023,Online,Kolkata,Men,Soccer,Premier III,Shoe,Numeric,10,1.00,"$6,121.21",5.00%,"$5,815.15",2470.08,High_Profit,Clean
2578,3/5/2025,Retail,Hyderabad,Women,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",41.00%,$0.00,3389.34,High_Profit,Clean
2580,1/13/2025,Retail,Bangalore,Women,Training,Flex Trainer,Clothing,Text,M,1.00,"$6,755.56",60.19%,"$6,755.56",1002.19,High_Profit,Clean
2582,,Retail,Kolkata,Kids,Lifestyle,Air Force 1,Clothing,Text,M,1.00,"$6,264.64",65.40%,$0.00,1327.26,High_Profit,Clean
2583,9/11/2024,Retail,Kolkata,Men,Basketball,LeBron 20,Shoe,Numeric,10,3.00,"$6,129.75",62.60%,$0.00,1115.74,High_Profit,Clean
2585,2/10/2025,Online,Kolkata,Men,Lifestyle,Air Force 1,Clothing,Text,M,3.00,"$6,011.84",65.40%,"$18,035.52",-99.73,Loss,Clean
2586,1/16/2025,Retail,Delhi,Kids,Basketball,Zoom Freak,Shoe,Numeric,10,2.00,"$6,389.62",62.60%,$0.00,3493.16,High_Profit,Clean
2588,12/21/2024,Retail,Mumbai,Kids,Training,ZoomX Invincible,Clothing,Text,L,1.00,"$6,630.32",60.19%,$0.00,-79.1,Loss,Clean
2589,4/13/2025,Retail,Kolkata,Men,Soccer,Mercurial Superfly,Shoe,Numeric,10,2.00,"$9,443.35",54.00%,"$8,687.88",2706.61,High_Profit,Clean
2591,9/18/2024,Online,Mumbai,Women,Lifestyle,Dunk Low,Clothing,Text,XL,4.00,"$3,028.41",65.40%,"$12,113.64",1754.48,High_Profit,Clean
2593,9/15/2024,Online,Pune,Women,Running,Air Zoom,Shoe,Numeric,10,3.00,"$5,924.06",63.91%,$0.00,1162.3,High_Profit,Clean
2595,8/24/2024,Online,Hyderabad,Women,Basketball,Air Jordan,Shoe,Numeric,10,2.00,"$9,605.11",88.00%,"$2,305.23",128.89,Low_Profit,Clean
2602,7/3/2025,Online,Hyderabad,Men,Training,Metcon 7,Clothing,Text,XL,2.00,"$3,582.67",60.19%,"$7,165.34",1982.16,High_Profit,Clean
2606,5/10/2025,Retail,Bangalore,Men,Lifestyle,Blazer Mid,Clothing,Text,M,2.00,"$6,107.63",65.40%,$0.00,3550,High_Profit,Clean
2607,7/26/2024,Online,Delhi,Kids,Lifestyle,Dunk Low,Clothing,Text,M,3.00,"$9,541.83",65.40%,"$28,625.49",589.3,High_Profit,Clean
2608,6/12/2024,Retail,Kolkata,Kids,Training,Flex Trainer,Clothing,Text,M,1.00,"$2,749.79",60.19%,"$2,749.79",2978.85,High_Profit,Clean
2609,10/30/2024,Online,Mumbai,Kids,Running,Free RN,Shoe,Numeric,10,0.00,"$6,045.67",53.00%,$0.00,800.45,High_Profit,Clean
2613,9/3/2024,Retail,Hyderabad,Kids,Running,React Infinity,Shoe,Numeric,10,0.00,"$6,291.92",63.91%,$0.00,-123.93,Loss,Clean
2616,11/24/2024,Online,Bangalore,Women,Running,React Infinity,Shoe,Numeric,6,4.00,"$6,291.92",37.00%,$0.00,-480.01,Loss,Clean
2618,9/17/2024,Online,Kolkata,Men,Training,Metcon 7,Clothing,Text,M,3.00,"$5,996.89",60.19%,$0.00,1429.18,High_Profit,Clean
2623,2/23/2024,Retail,Hyderabad,Women,Training,ZoomX Invincible,Clothing,Text,XL,3.00,"$7,944.34",67.00%,"$7,864.90",1534.91,High_Profit,Clean
2624,2/23/2024,Retail,Delhi,Men,Basketball,LeBron 20,Shoe,Numeric,10,0.00,"$6,129.75",62.60%,$0.00,420.27,Low_Profit,Clean
2626,12/5/2024,Online,Bangalore,Kids,Running,Air Zoom,Shoe,Numeric,0,3.00,"$3,348.83",63.91%,"$10,046.49",-540.08,Loss,Clean
2628,12/6/2024,Retail,Hyderabad,Kids,Training,Flex Trainer,Clothing,Text,M,4.00,"$6,095.99",60.19%,$0.00,-562.31,Loss,Clean
2629,4/11/2024,Online,Pune,Kids,Lifestyle,Air Force 1,Clothing,Text,M,3.00,"$6,264.64",65.40%,$0.00,803.62,High_Profit,Clean
2630,9/27/2024,Retail,Delhi,Women,Soccer,Tiempo Legend,Shoe,Numeric,10,1.00,"$5,732.20",64.03%,$0.00,3739.4,High_Profit,Clean
2631,11/17/2024,Online,Pune,Kids,Running,Free RN,Shoe,Numeric,10,2.00,"$3,518.53",63.91%,"$7,037.06",3494.88,High_Profit,Clean
2632,3/18/2025,Online,Hyderabad,Women,Running,Air Zoom,Shoe,Numeric,10,0.00,"$5,924.06",63.91%,$0.00,-144.08,Loss,Clean
2633,12/17/2024,Online,Kolkata,Men,Soccer,Phantom GT,Shoe,Numeric,0,4.00,"$6,136.45",64.03%,"$24,545.80",2790.51,High_Profit,Clean
2637,8/31/2023,Online,Kolkata,Women,Lifestyle,Waffle One,Clothing,Text,L,2.00,"$5,774.78",65.40%,$0.00,354.67,Low_Profit,Clean
2640,5/6/2025,Retail,Pune,Kids,Soccer,Mercurial Superfly,Shoe,Numeric,10,4.00,"$6,211.46",64.03%,$0.00,2310.9,High_Profit,Clean
2641,8/10/2023,Retail,Mumbai,Women,Training,Flex Trainer,Clothing,Text,M,0.00,"$6,095.99",60.19%,$0.00,507.1,High_Profit,Clean
2642,8/10/2023,Retail,Delhi,Women,Lifestyle,Waffle One,Clothing,Text,M,3.00,"$4,374.83",27.00%,"$9,580.88",1473.37,High_Profit,Clean
2644,3/24/2025,Online,Pune,Women,Soccer,Phantom GT,Shoe,Numeric,10,3.00,"$3,042.37",12.00%,"$8,031.86",2105.48,High_Profit,Clean
2647,6/7/2024,Online,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,10,0.00,"$5,697.14",64.03%,$0.00,2772.05,High_Profit,Clean
2649,1/22/2024,Online,Hyderabad,Kids,Lifestyle,Waffle One,Clothing,Text,L,4.00,"$5,774.78",65.00%,$0.00,-300.28,Loss,Clean
2650,1/22/2024,Online,Hyderabad,Kids,Training,Flex Trainer,Clothing,Text,XL,0.00,"$6,095.99",60.19%,$0.00,3874.67,High_Profit,Clean
2651,5/19/2024,Online,Bangalore,Kids,Soccer,Phantom GT,Shoe,Numeric,10,3.00,"$6,466.57",59.00%,"$7,953.88",-1152.86,Loss,Clean
2654,8/4/2025,Retail,Bangalore,Men,Lifestyle,Blazer Mid,Clothing,Text,XL,0.00,"$6,107.63",65.40%,$0.00,2085.94,High_Profit,Clean
2658,6/29/2025,Retail,Pune,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,10,4.00,"$5,597.17",44.00%,$0.00,-348.88,Loss,Clean
2663,6/13/2025,Online,Bangalore,Kids,Basketball,Air Jordan,Shoe,Numeric,10,0.00,"$6,123.52",71.00%,$0.00,3634.35,High_Profit,Clean
2668,1/22/2024,Online,Pune,Men,Soccer,Premier III,Shoe,Numeric,8,1.00,"$5,028.99",64.03%,"$5,028.99",654.11,High_Profit,Clean
2671,2/8/2024,Online,Bangalore,Kids,Training,ZoomX Invincible,Clothing,Text,M,2.00,"$7,900.02",60.19%,"$15,800.04",861.92,High_Profit,Clean
2675,4/17/2025,Retail,Bangalore,Men,Training,SuperRep Go,Clothing,Text,M,1.00,"$2,640.04",60.19%,"$2,640.04",1466.96,High_Profit,Clean
2676,11/27/2024,Retail,Mumbai,Kids,Training,ZoomX Invincible,Clothing,Text,L,3.00,"$6,630.32",60.19%,$0.00,689.62,High_Profit,Clean
2677,10/20/2024,Retail,Kolkata,Men,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",89.00%,$0.00,2676.52,High_Profit,Clean
2678,10/20/2024,Online,Mumbai,Women,Basketball,Zoom Freak,Shoe,Numeric,0,4.00,"$6,389.62",62.60%,$0.00,747.29,High_Profit,Clean
2682,10/27/2024,Online,Kolkata,Kids,Basketball,Air Jordan,Shoe,Numeric,10,1.00,"$6,123.52",62.60%,$0.00,-819.33,Loss,Clean
2687,,Retail,Bangalore,Women,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,246.43",64.03%,"$5,246.43",1891.48,High_Profit,Clean
2689,4/7/2025,Online,Delhi,Kids,Running,Air Zoom,Shoe,Numeric,10,4.00,"$5,924.06",63.91%,$0.00,494.45,Low_Profit,Clean
2690,4/26/2025,Online,Delhi,Women,Lifestyle,Dunk Low,Clothing,Text,L,1.00,"$6,079.66",65.40%,$0.00,155.53,Low_Profit,Clean
2695,,Online,Delhi,Kids,Training,SuperRep Go,Clothing,Text,M,0.00,"$5,642.50",60.19%,$0.00,2104.46,High_Profit,Clean
2696,6/17/2025,Retail,Delhi,Kids,Training,Metcon 7,Clothing,Text,L,2.00,"$5,996.89",43.00%,$0.00,3174.81,High_Profit,Clean
2697,11/12/2024,Online,Mumbai,Kids,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$9,103.08",63.91%,"$18,206.16",1726.8,High_Profit,Clean
2700,3/23/2025,Online,Delhi,Women,Lifestyle,Air Force 1,Clothing,Text,XL,3.00,"$9,367.66",65.40%,"$28,102.98",-623.95,Loss,Clean
2703,6/15/2025,Retail,Delhi,Men,Soccer,Premier III,Shoe,Numeric,12,4.00,"$7,204.01",64.03%,"$28,816.04",3951.42,High_Profit,Clean
2705,8/4/2024,Online,Mumbai,Women,Lifestyle,Air Force 1,Clothing,Text,XL,2.00,"$6,264.64",65.40%,$0.00,67.58,Low_Profit,Clean
2708,4/4/2025,Online,Hyderabad,Women,Soccer,Premier III,Shoe,Numeric,12,3.00,"$5,697.14",64.03%,$0.00,2731.71,High_Profit,Clean
2710,5/13/2025,Retail,Bangalore,Men,Lifestyle,Air Force 1,Clothing,Text,M,2.00,"$5,618.62",65.40%,"$11,237.24",1745.96,High_Profit,Clean
2716,8/28/2024,Retail,Pune,Men,Basketball,LeBron 20,Shoe,Numeric,10,4.00,"$6,129.75",41.00%,$0.00,3614.76,High_Profit,Clean
2717,12/6/2025,Online,Mumbai,Kids,Lifestyle,Dunk Low,Clothing,Text,XL,1.00,"$6,079.66",65.40%,$0.00,1119.71,High_Profit,Clean
2718,11/4/2025,Retail,Mumbai,Men,Lifestyle,Blazer Mid,Clothing,Text,L,0.00,"$6,107.63",73.00%,$0.00,1556.61,High_Profit,Clean
2719,5/22/2025,Retail,Hyderabad,Kids,Lifestyle,Dunk Low,Clothing,Text,M,4.00,"$6,079.66",65.40%,$0.00,1377.72,High_Profit,Clean
2735,2/21/2025,Online,Mumbai,Men,Lifestyle,Dunk Low,Clothing,Text,XL,0.00,"$6,079.66",65.40%,$0.00,1052.65,High_Profit,Clean
2736,7/11/2025,Retail,Bangalore,Kids,Training,Metcon 7,Clothing,Text,XL,0.00,"$5,996.89",48.00%,$0.00,1423.83,High_Profit,Clean
2738,12/16/2024,Online,Pune,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,0.00,"$5,597.17",62.60%,$0.00,687.32,High_Profit,Clean
2742,8/5/2025,Retail,Kolkata,Women,Training,ZoomX Invincible,Clothing,Text,XL,0.00,"$6,630.32",60.19%,$0.00,3153.1,High_Profit,Clean
2746,3/8/2025,Retail,Delhi,Kids,Running,Free RN,Shoe,Numeric,10,1.00,"$6,302.98",48.00%,"$3,277.55",2835.93,High_Profit,Clean
2747,3/8/2025,Retail,Bangalore,Women,Lifestyle,Blazer Mid,Clothing,Text,M,2.00,"$4,669.75",65.40%,"$9,339.50",-987.12,Loss,Clean
2748,,Online,Delhi,Men,Soccer,Mercurial Superfly,Shoe,Numeric,7,2.00,"$6,211.46",64.03%,$0.00,756.18,High_Profit,Clean
2751,5/10/2025,Retail,Kolkata,Men,Lifestyle,Air Force 1,Clothing,Text,L,1.00,"$7,877.36",55.00%,"$3,544.81",3663.49,High_Profit,Clean
2754,11/17/2024,Online,Pune,Kids,Training,SuperRep Go,Clothing,Text,M,0.00,"$4,830.96",60.19%,$0.00,1344.73,High_Profit,Clean
2755,11/17/2024,Online,Delhi,Men,Running,Free RN,Shoe,Numeric,10,0.00,"$9,473.09",63.91%,$0.00,3055.36,High_Profit,Clean
2759,11/11/2023,Online,Bangalore,Kids,Training,Flex Trainer,Clothing,Text,L,0.00,"$6,095.99",60.19%,$0.00,1275.23,High_Profit,Clean
2760,9/30/2024,Online,Kolkata,Women,Lifestyle,Dunk Low,Clothing,Text,L,0.00,"$6,079.66",9.00%,$0.00,818.65,High_Profit,Clean
2768,4/29/2025,Online,Hyderabad,Women,Lifestyle,Dunk Low,Clothing,Text,M,1.00,"$6,079.66",65.40%,$0.00,2140.93,High_Profit,Clean
2770,3/28/2025,Online,Kolkata,Kids,Lifestyle,Dunk Low,Clothing,Text,M,3.00,"$6,079.66",65.40%,$0.00,3961.27,High_Profit,Clean
2771,3/1/2025,Online,Hyderabad,Women,Training,SuperRep Go,Clothing,Text,M,0.00,"$3,402.80",60.19%,$0.00,1045.5,High_Profit,Clean
2777,5/11/2025,Retail,Pune,Women,Training,ZoomX Invincible,Clothing,Text,M,3.00,"$6,630.32",39.00%,$0.00,-712.53,Loss,Clean
2778,2/4/2025,Online,Kolkata,Kids,Running,Free RN,Shoe,Numeric,10,2.00,"$6,045.67",26.00%,$0.00,2350.69,High_Profit,Clean
2779,2/4/2025,Retail,Bangalore,Women,Lifestyle,Air Force 1,Clothing,Text,XL,1.00,"$4,922.19",65.40%,"$4,922.19",3820.48,High_Profit,Clean
2783,4/1/2025,Retail,Delhi,Men,Running,Pegasus Turbo,Shoe,Numeric,0,1.00,"$7,951.27",63.91%,"$7,951.27",-154.17,Loss,Clean
2786,9/21/2024,Online,Delhi,Men,Soccer,Tiempo Legend,Shoe,Numeric,10,4.00,"$2,483.97",64.03%,"$9,935.88",-609.36,Loss,Clean
2791,2/23/2025,Retail,Pune,Kids,Lifestyle,Waffle One,Clothing,Text,M,0.00,"$5,774.78",65.40%,$0.00,341.26,Low_Profit,Clean
2793,1/3/2025,Online,Kolkata,Kids,Training,ZoomX Invincible,Clothing,Text,XL,1.00,"$6,630.32",60.19%,$0.00,3565.12,High_Profit,Clean
2794,12/24/2024,Online,Bangalore,Men,Running,React Infinity,Shoe,Numeric,10,3.00,"$8,574.00",63.91%,"$25,722.00",161.95,Low_Profit,Clean
2796,5/21/2025,Online,Hyderabad,Men,Soccer,Phantom GT,Shoe,Numeric,0,0.00,"$3,101.14",64.03%,$0.00,-271.85,Loss,Clean
2800,5/28/2025,Retail,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,10,4.00,"$5,697.14",64.03%,$0.00,2588.03,High_Profit,Clean
2801,,Retail,Mumbai,Women,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$6,058.47",63.91%,$0.00,-355.55,Loss,Clean
2802,7/31/2024,Online,Pune,Women,Soccer,Phantom GT,Shoe,Numeric,10,4.00,"$3,328.58",64.03%,"$13,314.32",-763.34,Loss,Clean
2818,6/20/2025,Online,Hyderabad,Kids,Soccer,Phantom GT,Shoe,Numeric,11,0.00,"$4,462.26",64.03%,$0.00,1006.73,High_Profit,Clean
2820,12/6/2024,Online,Hyderabad,Men,Training,Metcon 7,Clothing,Text,M,1.00,"$4,308.75",32.00%,"$2,929.95",799.35,High_Profit,Clean
2821,9/3/2023,Retail,Bangalore,Men,Training,Metcon 7,Clothing,Text,M,1.00,"$6,546.59",68.00%,"$2,094.91",1504.31,High_Profit,Clean
2825,10/20/2024,Retail,Hyderabad,Women,Lifestyle,Blazer Mid,Clothing,Text,L,2.00,"$6,107.63",65.40%,$0.00,-834.71,Loss,Clean
2827,8/31/2024,Online,Pune,Kids,Training,Metcon 7,Clothing,Text,M,3.00,"$3,440.88",60.19%,"$10,322.64",22.93,Low_Profit,Clean
2833,10/12/2024,Retail,Bangalore,Men,Running,Pegasus Turbo,Shoe,Numeric,10,0.00,"$6,058.47",63.91%,$0.00,922.24,High_Profit,Clean
2835,,Retail,Delhi,Women,Running,React Infinity,Shoe,Numeric,10,0.00,"$6,291.92",63.91%,$0.00,-615.37,Loss,Clean
2839,8/7/2025,Online,Mumbai,Kids,Training,SuperRep Go,Clothing,Text,M,3.00,"$2,359.47",54.00%,"$3,256.07",3165.65,High_Profit,Clean
2841,3/13/2025,Online,Delhi,Women,Running,React Infinity,Shoe,Numeric,6,0.00,"$8,737.08",90.00%,$0.00,1737,High_Profit,Clean
2842,2/13/2024,Retail,Mumbai,Women,Running,React Infinity,Shoe,Numeric,8,2.00,"$6,291.92",63.91%,$0.00,2966.12,High_Profit,Clean
2843,1/19/2024,Online,Kolkata,Men,Running,Free RN,Shoe,Numeric,10,3.00,"$6,045.67",63.91%,$0.00,-231.73,Loss,Clean
2844,11/2/2023,Online,Hyderabad,Women,Soccer,Mercurial Superfly,Shoe,Numeric,10,0.00,"$6,211.46",64.03%,$0.00,83.11,Low_Profit,Clean
2847,2/10/2024,Online,Bangalore,Kids,Basketball,Kyrie Flytrap,Shoe,Numeric,7,3.00,"$4,466.78",62.60%,"$13,400.34",2407.08,High_Profit,Clean
2848,1/10/2024,Online,Hyderabad,Kids,Training,ZoomX Invincible,Clothing,Text,L,2.00,"$6,630.32",60.19%,$0.00,875.36,High_Profit,Clean
2850,1/10/2024,Online,Bangalore,Women,Running,Pegasus Turbo,Shoe,Numeric,10,0.00,"$7,810.49",63.91%,$0.00,-65.85,Loss,Clean
2851,,Retail,Mumbai,Women,Running,Free RN,Shoe,Numeric,0,0.00,"$3,260.38",8.00%,$0.00,-554.84,Loss,Clean
2852,,Retail,Hyderabad,Men,Running,Air Zoom,Shoe,Numeric,7,2.00,"$2,943.44",53.00%,"$2,766.83",405.67,Low_Profit,Clean
2853,1/24/2025,Retail,Bangalore,Men,Basketball,Zoom Freak,Shoe,Numeric,8,3.00,"$9,153.02",62.60%,"$27,459.06",-77.61,Loss,Clean
2854,8/8/2024,Online,Kolkata,Men,Basketball,LeBron 20,Shoe,Numeric,0,2.00,"$9,507.39",1.00%,"$18,824.63",2570.01,High_Profit,Clean
2855,8/8/2024,Online,Bangalore,Men,Running,Free RN,Shoe,Numeric,10,4.00,"$7,450.80",63.91%,"$29,803.20",2098.29,High_Profit,Clean
